3num,tic,3CompanyID,3DirectorID,3DirectorName,3CompanyName,3RoleName,3DateStartRole,3DateEndRole,3Seniority,3ceo?,3Unnamed: 10,Active2020_May26_Dec31,RoleType
510,DYH,29978,34696,Bill Andres,TARGET CORP,Chairman/CEO,,,Executive Director,1,Bill Andres,No,CEO
511,TGT,29978,34696,Bill Andres,TARGET CORP,Chairman/CEO,,,Executive Director,1,Bill Andres,No,CEO
512,DYH,29978,310363,Brian Cornell,TARGET CORP,Chair/CEO,8/12/14,,Executive Director,1,Brian Cornell,Yes,CEO
513,TGT,29978,310363,Brian Cornell,TARGET CORP,Chair/CEO,8/12/14,,Executive Director,1,Brian Cornell,Yes,CEO
514,TDY,30261,36111,Professor Doctor Robert Mehrabian,TELEDYNE TECHNOLOGIES INC,Chairman (Executive),1/1/19,10/15/21,Executive Director,1,Professor Doctor Robert Mehrabian,Yes,TMT
515,TFX,30265,1115309,Liam Kelly,TELEFLEX INC,President/CEO,5/4/18,5/1/20,Executive Director,1,Liam Kelly,No,CEO
516,T,30372,336808,Darren Entwistle,TELUS CORP,President/CEO,8/10/15,,Executive Director,1,Darren Entwistle,Yes,CEO
517,TER,30437,488571,Mark Jagiela,TERADYNE INC,President/CEO,2/1/14,7/1/22,Executive Director,1,Mark Jagiela,Yes,CEO
518,TEY,30437,488571,Mark Jagiela,TERADYNE INC,President/CEO,2/1/14,7/1/22,Executive Director,1,Mark Jagiela,Yes,CEO
519,TXN,30509,13520,Rich Templeton,TEXAS INSTRUMENTS INC,Chairman/President/CEO,7/17/18,4/1/23,Executive Director,1,Rich Templeton,Yes,CEO
520,TXT,30529,32459,Scott Donnelly,TEXTRON INC,Chairman/President/CEO,9/1/10,,Executive Director,1,Scott Donnelly,Yes,CEO
521,TMO,30616,2810399,Delete Delete,THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006),Chairman/VP/Treasurer,,,Executive Director,1,Delete Delete,No,TMT
522,TN8,30616,2810399,Delete Delete,THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006),Chairman/VP/Treasurer,,,Executive Director,1,Delete Delete,No,TMT
523,TJX,30801,38966,Carol Meyrowitz,TJX COS INC,Chairman (Executive),1/31/16,,Executive Director,1,Carol Meyrowitz,Yes,TMT
524,TJX,30801,540575,Ernie Herrman,TJX COS INC,President/CEO,1/31/16,,Executive Director,1,Ernie Herrman,Yes,CEO
525,GL,30937,58941,Gary Coleman,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),Co-Chairman/Co-CEO,4/24/14,12/31/22,Executive Director,1,Gary Coleman,Yes,CEO
526,GL,30937,58946,Larry Hutchison,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),Co-Chairman/Co-CEO,4/24/14,12/31/22,Executive Director,1,Larry Hutchison,Yes,CEO
527,TYL,31558,325222,John Marr Jr,TYLER TECHNOLOGIES INC,Chairman (Executive),5/10/18,,Executive Director,1,John Marr Jr,Yes,TMT
528,TYL,31558,325238,H Moore Jr,TYLER TECHNOLOGIES INC,President/CEO,5/10/18,,Executive Director,1,H Moore Jr,Yes,CEO
529,TSN,31563,140460,John Tyson,TYSON FOODS INC,Chairman (Executive),11/17/11,,Executive Director,1,John Tyson,Yes,TMT
530,TSN,31563,453851,Noel White,TYSON FOODS INC,CEO,12/20/19,10/3/20,Executive Director,1,Noel White,Yes,CEO
531,UAL,31575,160071,Oscar Munoz,UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),CEO,8/29/16,5/20/20,Executive Director,1,Oscar Munoz,No,CEO
532,UNP,31786,603672,Lance Fritz,UNION PACIFIC CORP,Chairman/President/CEO,10/1/15,8/14/23,Executive Director,1,Lance Fritz,Yes,CEO
533,UHS,31865,81852,Alan Miller,UNIVERSAL HEALTH SERVICES INC,Chairman/CEO,5/20/09,1/1/21,Executive Director,1,Alan Miller,Yes,CEO
534,UNM,31898,340641,Rick McKenney,UNUM GROUP (UnumProvident Corp prior to 03/2007),President/CEO,5/21/15,,Executive Director,1,Rick McKenney,Yes,CEO
535,UUM,31898,340641,Rick McKenney,UNUM GROUP (UnumProvident Corp prior to 03/2007),President/CEO,5/21/15,,Executive Director,1,Rick McKenney,Yes,CEO
536,USB,31946,34167,Andy Cecere,US BANCORP,Chairman/President/CEO,4/17/18,,Executive Director,1,Andy Cecere,Yes,CEO
537,USB.PRA,31946,34167,Andy Cecere,US BANCORP,Chairman/President/CEO,4/17/18,,Executive Director,1,Andy Cecere,Yes,CEO
538,USB.PRH,31946,34167,Andy Cecere,US BANCORP,Chairman/President/CEO,4/17/18,,Executive Director,1,Andy Cecere,Yes,CEO
539,MTCH,32019,33328,Barry Diller,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),Chairman (Executive),12/1/10,6/30/20,Executive Director,1,Barry Diller,Yes,TMT
540,MTCH,32019,43526,Victor Kaufman,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),Vice Chairman (Executive),10/1/99,6/30/20,Executive Director,1,Victor Kaufman,Yes,TMT
541,MTCH,32019,641282,Joey Levin,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),CEO,6/24/15,6/30/20,Executive Director,1,Joey Levin,Yes,CEO
542,MRO,32067,1314672,Lee Tillman,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),Chairman/President/CEO,2/1/19,,Executive Director,1,Lee Tillman,Yes,CEO
543,UDR,32094,181650,Tom Toomey,UDR INC (United Dominion Realty Trust Inc prior to 03/2007),Chairman/CEO,1/1/19,,Executive Director,1,Tom Toomey,Yes,CEO
544,UNH,32107,333999,Dave Wichmann,UNITEDHEALTH GROUP INC,CEO,9/1/17,2/4/21,Executive Director,1,Dave Wichmann,Yes,CEO
545,UPS,32137,41806,David Abney,UNITED PARCEL SERVICE (UPS) INC,Chairman/CEO,2/10/16,6/1/20,Executive Director,1,David Abney,Yes,CEO
546,URI,32144,628081,Matt Flannery,UNITED RENTALS INC,President/CEO,5/8/19,,Executive Director,1,Matt Flannery,Yes,CEO
547,VAR,32375,453565,Dow Wilson,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),President/CEO,9/29/12,10/5/20,Executive Director,1,Dow Wilson,Yes,CEO
548,VNM,32375,453565,Dow Wilson,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),President/CEO,9/29/12,10/5/20,Executive Director,1,Dow Wilson,Yes,CEO
549,VTR,32450,180625,Debra Cafaro,VENTAS INC (Vencor Inc prior to 04/1998),Chairman/CEO,11/2/10,,Executive Director,1,Debra Cafaro,Yes,CEO
550,BAC,32507,454544,Hans Vestberg,VERIZON COMMUNICATIONS INC,Chairman/CEO,3/8/19,,Executive Director,1,Hans Vestberg,Yes,CEO
551,VZ,32507,454544,Hans Vestberg,VERIZON COMMUNICATIONS INC,Chairman/CEO,3/8/19,,Executive Director,1,Hans Vestberg,Yes,CEO
552,VFC,32574,831805,Steve Rendle,VF CORP,Chairman (Executive)/President/CEO,10/28/17,12/2/22,Executive Director,1,Steve Rendle,Yes,CEO
553,VFP,32574,831805,Steve Rendle,VF CORP,Chairman (Executive)/President/CEO,10/28/17,12/2/22,Executive Director,1,Steve Rendle,Yes,CEO
554,VNO,32928,142089,Steve Roth,VORNADO REALTY TRUST,Chairman/CEO,4/15/13,,Executive Director,1,Steve Roth,Yes,CEO
555,VNORP,32928,142089,Steve Roth,VORNADO REALTY TRUST,Chairman/CEO,4/15/13,,Executive Director,1,Steve Roth,Yes,CEO
556,VMC,32979,1085549,Tom Hill,VULCAN MATERIALS CO,Chairman/President/CEO,1/1/16,9/20/23,Executive Director,1,Tom Hill,Yes,CEO
557,WAB,33000,205052,Al Neupaver,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,Chairman (Executive),5/1/18,7/1/20,Executive Director,1,Al Neupaver,Yes,TMT
558,WAB,33000,1188120,Rafael Santana,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,President/CEO,7/1/19,,Executive Director,1,Rafael Santana,Yes,CEO
559,WBA,33026,3997,Stefano Pessina,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),Executive Vice Chairman/CEO,7/9/15,3/15/21,Executive Director,1,Stefano Pessina,Yes,CEO
560,WBA,33026,35981,Jim Skinner,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),Chairman (Executive),1/9/15,3/15/21,Executive Director,1,Jim Skinner,Yes,TMT
561,WMT,33046,32097,Doug McMillon,WALMART INC (Wal-Mart Stores Inc prior to 02/2018),President/CEO,2/1/14,,Executive Director,1,Doug McMillon,Yes,CEO
562,UWS,33114,1119364,Jim Fish Jr,WASTE MANAGEMENT INC,President/CEO,11/10/16,,Executive Director,1,Jim Fish Jr,Yes,CEO
563,WM,33114,1119364,Jim Fish Jr,WASTE MANAGEMENT INC,President/CEO,11/10/16,,Executive Director,1,Jim Fish Jr,Yes,CEO
564,NWT,33264,33951,Charlie Scharf,WELLS FARGO & CO,President/CEO,10/21/19,,Executive Director,1,Charlie Scharf,Yes,CEO
565,WFC,33264,33951,Charlie Scharf,WELLS FARGO & CO,President/CEO,10/21/19,,Executive Director,1,Charlie Scharf,Yes,CEO
566,WST,33314,1194462,Eric Green,WEST PHARMACEUTICAL SERVICES INC,President/CEO,12/17/15,5/24/22,Executive Director,1,Eric Green,Yes,CEO
567,WHC,33418,1266749,Devin Stockfish,WEYERHAEUSER CO,President/CEO,1/1/19,,Executive Director,1,Devin Stockfish,Yes,CEO
568,WY,33418,1266749,Devin Stockfish,WEYERHAEUSER CO,President/CEO,1/1/19,,Executive Director,1,Devin Stockfish,Yes,CEO
569,WHR,33437,485987,Doctor Marc Bitzer,WHIRLPOOL CORP,Chairman/President/CEO,1/1/19,9/1/21,Executive Director,1,Doctor Marc Bitzer,Yes,CEO
570,WMB,33512,443291,Alan Armstrong,WILLIAMS COMPANIES INC,President/CEO,1/3/11,,Executive Director,1,Alan Armstrong,Yes,CEO
571,WEC,33607,36615,Gale Klappa,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),Chairman (Executive),2/1/19,,Executive Director,1,Gale Klappa,Yes,TMT
572,WEC,33607,885203,Kevin Fletcher,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),President/CEO,2/1/19,2/1/22,Executive Director,1,Kevin Fletcher,Yes,CEO
573,XRX,33850,1117881,John Visentin,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),Vice Chairman/CEO,5/14/18,6/28/22,Executive Director,1,John Visentin,Yes,CEO
574,XLNX,33857,339239,Victor Peng,XILINX INC (De-listed 02/2022),President/CEO,1/29/18,2/14/22,Executive Director,1,Victor Peng,Yes,CEO
575,ZBRA,34075,204453,Anders Gustafsson,ZEBRA TECHNOLOGIES CORP,CEO,9/4/07,3/1/23,Executive Director,1,Anders Gustafsson,Yes,CEO
576,ZBH,34134,1119554,Bryan Hanson,ZIMMER BIOMET HOLDINGS INC (Zimmer Holdings Inc prior to 06/2015),President/CEO,12/19/17,5/14/21,Executive Director,1,Bryan Hanson,Yes,CEO
577,ZB1,34139,57861,Harris Simmons,ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018),Chairman/CEO,3/4/14,,Executive Director,1,Harris Simmons,Yes,CEO
578,ZION,34139,57861,Harris Simmons,ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018),Chairman/CEO,3/4/14,,Executive Director,1,Harris Simmons,Yes,CEO
579,L,35930,880948,Galen Weston Jr,LOBLAW COMPANIES LTD,Chairman (Executive),1/1/19,5/6/21,Executive Director,1,Galen Weston Jr,Yes,TMT
580,NDAQ,42640,483505,Adena Friedman,NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015),President/CEO,1/1/17,1/1/23,Executive Director,1,Adena Friedman,Yes,CEO
581,ARE,72259,1206037,Jean-Louis Servranckx,AECON GROUP INC,President/CEO,6/4/19,,Executive Director,1,Jean-Louis Servranckx,Yes,CEO
582,DFS,78171,33852,Roger Hochschild,DISCOVER FINANCIAL SERVICES INC,President/CEO,10/1/18,8/14/23,Executive Director,1,Roger Hochschild,Yes,CEO
583,DPZ,90132,1110512,Ritch Allison Jr,DOMINO'S PIZZA INC,CEO,7/1/18,4/26/22,Executive Director,1,Ritch Allison Jr,Yes,CEO
584,NFLX,93427,182088,Wilmot Hastings Jr,NETFLIX INC,Chairman/President/CEO,7/1/99,7/14/20,Executive Director,1,Wilmot Hastings Jr,Yes,CEO
585,AAP,95856,1013356,Tom Greco,ADVANCE AUTO PARTS INC,President/CEO,8/14/16,9/11/23,Executive Director,1,Tom Greco,Yes,CEO
586,KMX,107377,1011736,Bill Nash,CARMAX INC,President/CEO,9/1/16,,Executive Director,1,Bill Nash,Yes,CEO
587,GOOG,116351,887679,Sundar Pichai,ALPHABET INC (Google Inc prior to 10/2015),CEO,12/3/19,,Executive Director,1,Sundar Pichai,Yes,CEO
588,GOOGL,116351,887679,Sundar Pichai,ALPHABET INC (Google Inc prior to 10/2015),CEO,12/3/19,,Executive Director,1,Sundar Pichai,Yes,CEO
589,WYNN,136226,488858,Matt Maddox,WYNN RESORTS LTD,CEO,5/29/19,1/31/22,Executive Director,1,Matt Maddox,Yes,CEO
590,CME,268946,91452,The Hon. Terry Duffy,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),Chairman/CEO,11/10/16,,Executive Director,1,The Hon. Terry Duffy,Yes,CEO
591,DXCM,373917,346517,Kevin Sayer,DEXCOM INC,Chairman/President/CEO,7/30/18,,Executive Director,1,Kevin Sayer,Yes,CEO
592,BIIB,440155,1694109,Michel Vounatsos,BIOGEN INC (Biogen Idec Inc prior to 03/2015),CEO,1/6/17,11/14/22,Executive Director,1,Michel Vounatsos,Yes,CEO
593,LKQ,463860,345185,Joe Holsten,LKQ CORPORATION INC,Chairman (Executive),3/6/17,5/10/22,Executive Director,1,Joe Holsten,Yes,TMT
594,LKQ,463860,1523271,Nick Zarcone,LKQ CORPORATION INC,President/CEO,5/31/17,,Executive Director,1,Nick Zarcone,Yes,CEO
595,ULTA,465379,487099,Mary Dillon,ULTA BEAUTY INC (Ulta Salon Cosmetics & Fragrance Inc prior to 01/2017),CEO,7/1/13,6/2/21,Executive Director,1,Mary Dillon,Yes,CEO
596,TRV,469152,533891,Alan Schnitzer,THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007),Chairman/CEO,8/1/17,,Executive Director,1,Alan Schnitzer,Yes,CEO
597,RF,550049,488345,John Turner Jr,REGIONS FINANCIAL CORP,President/CEO,7/2/18,,Executive Director,1,John Turner Jr,Yes,CEO
598,AIZ,550072,853893,Alan Colberg,ASSURANT INC,President/CEO,1/1/15,5/18/21,Executive Director,1,Alan Colberg,Yes,CEO
599,MOS,550358,549793,Joc O'Rourke,MOSAIC CO,President/CEO,8/5/15,8/29/23,Executive Director,1,Joc O'Rourke,Yes,CEO
600,MKTX,551122,446101,Rick McVey,MARKETAXESS HOLDINGS INC,Chairman/CEO,9/13/06,4/3/23,Executive Director,1,Rick McVey,Yes,CEO
601,CMG,598752,1457763,Ryan Schneider,COMPUTER MODELLING GROUP LTD,President/CEO,7/12/18,5/10/22,Executive Director,1,Ryan Schneider,Yes,CEO
602,EXR,600874,375394,Joe Margolis,EXTRA SPACE STORAGE INC,CEO,5/18/17,,Executive Director,1,Joe Margolis,Yes,CEO
603,LVS,603630,373289,Sheldon Adelson,LAS VEGAS SANDS CORP,Chairman/CEO/Treasurer,8/1/04,1/11/21,Executive Director,1,Sheldon Adelson,Yes,CEO
604,CF,603809,331091,David Kassie,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),Chairman (Executive),10/1/15,,Executive Director,1,David Kassie,Yes,TMT
605,CF,603809,1131095,Dan Daviau,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),President/CEO,10/1/15,,Executive Director,1,Dan Daviau,Yes,CEO
606,DLR,641924,374955,Bill Stein,DIGITAL REALTY TRUST INC,CEO,5/1/15,12/13/22,Executive Director,1,Bill Stein,Yes,CEO
607,,643675,1966120,Gurm Sangha,FE BATTERY METALS CORP (First Energy Metals Ltd prior to 11/2022),President/CEO,3/26/18,,Executive Director,1,Gurm Sangha,Yes,CEO
608,FE,643675,1966120,Gurm Sangha,FE BATTERY METALS CORP (First Energy Metals Ltd prior to 11/2022),President/CEO,3/26/18,,Executive Director,1,Gurm Sangha,Yes,CEO
609,LDOS,660090,881227,Roger Krone,LEIDOS HOLDINGS INC (SAIC Inc prior to 09/2013),Chairman/CEO,3/20/15,5/3/23,Executive Director,1,Roger Krone,Yes,CEO
610,PPL,664896,1248718,Mick Dilger,PEMBINA PIPELINE CORP,President/CEO,1/1/14,11/19/21,Executive Director,1,Mick Dilger,Yes,CEO
611,CF,665753,534187,Tony Will,CF INDUSTRIES HLDGS INC,President/CEO,1/2/14,,Executive Director,1,Tony Will,Yes,CEO
612,AMP,667645,33676,Jim Cracchiolo,AMERIPRISE FINANCIAL INC,Chairman/CEO,9/30/05,,Executive Director,1,Jim Cracchiolo,Yes,CEO
613,WM,742530,1061537,Marz Kord-Gharachorloo,WALLBRIDGE MINING CO LTD,President/CEO,4/25/12,10/10/23,Executive Director,1,Marz Kord-Gharachorloo,Yes,CEO
614,EXPE,770141,33328,Barry Diller,EXPEDIA GROUP INC (Expedia Inc prior to 03/2018),Chairman (Executive),8/9/05,,Executive Director,1,Barry Diller,Yes,TMT
615,LYV,814633,551171,Michael Rapino,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),President/CEO,1/1/18,,Executive Director,1,Michael Rapino,Yes,CEO
616,ICE,815224,489174,Jeff Sprecher,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Chairman/CEO,11/1/02,,Executive Director,1,Jeff Sprecher,Yes,CEO
617,WFC,817190,1046778,Bruno Wall,WALL FINANCIAL CORP,President/CEO/CFO/Treasurer,7/6/94,,Executive Director,1,Bruno Wall,Yes,CEO
618,AVGO,817439,102722,Hock Tan,BROADCOM INC (Broadcom Ltd prior to 04/2018),President/CEO,8/6/09,,Executive Director,1,Hock Tan,Yes,CEO
619,TDG,818089,512642,Nick Howley,TRANSDIGM GROUP INC,Chairman (Executive),4/26/18,8/6/21,Executive Director,1,Nick Howley,Yes,TMT
620,TDG,818089,895408,Doctor Kevin Stein,TRANSDIGM GROUP INC,President/CEO,4/26/18,,Executive Director,1,Doctor Kevin Stein,Yes,CEO
621,WU,840164,502258,Hikmet Ersek,WESTERN UNION CO,President/CEO,9/1/10,12/31/21,Executive Director,1,Hikmet Ersek,Yes,CEO
622,PODD,862492,1519215,Shacey Petrovic,INSULET CORPORATION,President/CEO,1/1/19,6/1/22,Executive Director,1,Shacey Petrovic,Yes,CEO
623,DUK,867887,204347,Lynn Good,DUKE ENERGY CORP,Chairman/President/CEO,1/1/16,,Executive Director,1,Lynn Good,Yes,CEO
624,HBI,882407,514830,Gerald Evans Jr,HANESBRANDS INC,CEO,10/1/16,8/3/20,Executive Director,1,Gerald Evans Jr,Yes,CEO
625,BR,934640,35096,Rich Daly,BROADRIDGE FINANCIAL SOLUTIONS INC,Chairman (Executive),1/2/19,,Executive Director,1,Rich Daly,Yes,TMT
626,V,937594,33689,Al Kelly Jr,VISA INC,Chairman/CEO,4/16/19,2/1/23,Executive Director,1,Al Kelly Jr,Yes,CEO
627,PBCT,1013530,204547,Jack Barnes,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),Chairman/CEO,6/26/18,4/4/22,Executive Director,1,Jack Barnes,Yes,CEO
628,PBCTP,1013530,204547,Jack Barnes,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),Chairman/CEO,6/26/18,4/4/22,Executive Director,1,Jack Barnes,Yes,CEO
629,AME,1016911,1379549,Mike McInnis,ABACUS MINING & EXPLORATION CORP (Abacus Minerals Corp prior to 04/2001),Chairman (Executive),11/1/17,,Executive Director,1,Mike McInnis,Yes,TMT
630,IAU,1027070,441971,John Begeman,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),Chairman (Executive),6/25/15,4/7/21,Executive Director,1,John Begeman,Yes,TMT
631,PG,1027070,441971,John Begeman,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),Chairman (Executive),6/25/15,4/7/21,Executive Director,1,John Begeman,Yes,TMT
632,IAU,1027070,732790,Ewan Downie,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),President/CEO,5/29/06,4/7/21,Executive Director,1,Ewan Downie,Yes,CEO
633,PG,1027070,732790,Ewan Downie,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),President/CEO,5/29/06,4/7/21,Executive Director,1,Ewan Downie,Yes,CEO
634,MSCI,1041062,598481,Henry Fernandez,MSCI INC,Chairman/CEO,10/31/17,,Executive Director,1,Henry Fernandez,Yes,CEO
635,KDP,1057037,989294,Bob Gamgort Jr,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),Chairman/President/CEO,1/13/19,7/29/22,Executive Director,1,Bob Gamgort Jr,Yes,CEO
636,PM,1060044,36791,Andr___© Calantzopoulos,PHILIP MORRIS INTERNATIONAL INC,CEO,5/8/13,5/5/21,Executive Director,1,Andr___© Calantzopoulos,Yes,CEO
637,EW,1195225,482389,Nick DeMare,EAST WEST PETROLEUM CORP (Avere Energy Inc prior to 08/2010),CFO/Secretary/Interim CEO,3/14/19,2/2/23,Executive Director,1,Nick DeMare,Yes,CEO
638,F,1227085,735131,Tim Warman,FIORE GOLD LTD (Fiore Exploration Ltd prior to 09/2017) (De-listed 01/2022),CEO,9/25/17,1/12/22,Executive Director,1,Tim Warman,Yes,CEO
639,RHT,1243400,1664864,Doctor Lisa Crossley,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),CEO,1/18/16,12/11/23,Executive Director,1,Doctor Lisa Crossley,Yes,CEO
640,BSX,1264297,730965,Mark Eaton,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),Chairman (Executive),8/15/14,,Executive Director,1,Mark Eaton,Yes,TMT
641,BSX,1264297,790420,Peter Tagliamonte,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),President/CEO,8/15/14,,Executive Director,1,Peter Tagliamonte,Yes,CEO
642,MMM,1336232,842949,Doctor Ken Cai,MINCO CAPITAL CORP (Minco Gold Corp prior to 02/2019),Chairman/CEO,6/28/17,6/4/20,Executive Director,1,Doctor Ken Cai,Yes,CEO
643,OGN,1562505,2413290,Paddy Nicol,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),President/CEO,1/25/11,8/18/20,Executive Director,1,Paddy Nicol,Yes,CEO
644,VRSK,1586724,982579,Scott Stephenson,VERISK ANALYTICS INC,Chairman/President/CEO,4/1/16,5/5/22,Executive Director,1,Scott Stephenson,Yes,CEO
645,MPC,1604377,2121957,Marvin Haasen,MADISON PACIFIC PROPERTIES INC,President/CEO,11/1/12,7/17/23,Executive Director,1,Marvin Haasen,Yes,CEO
646,MPC.C,1604377,2121957,Marvin Haasen,MADISON PACIFIC PROPERTIES INC,President/CEO,11/1/12,7/17/23,Executive Director,1,Marvin Haasen,Yes,CEO
647,DG,1605214,487710,Todd Vasos,DOLLAR GENERAL CORP,CEO,6/3/15,11/1/22,Executive Director,1,Todd Vasos,Yes,CEO
648,FTNT,1606380,1055310,Ken Xie,FORTINET INC,Chairman/CEO,11/11/13,,Executive Director,1,Ken Xie,Yes,CEO
649,EFX,1630130,1385042,Marc Rossiter,ENERFLEX LTD,President/CEO,5/3/19,,Executive Director,1,Marc Rossiter,Yes,CEO
650,CBOE,1647824,1058282,Ed Tilly,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),Chairman/President/CEO,1/14/19,5/12/22,Executive Director,1,Ed Tilly,Yes,CEO
651,TSLA,1650150,1090701,Elon Musk,TESLA INC (Tesla Motors Inc prior to 02/2017),CEO,11/7/18,,Executive Director,1,Elon Musk,Yes,CEO
652,CHTR,1661731,334487,Tom Rutledge,CHARTER COMMUNICATIONS INC (Spectrum),Chairman/CEO,7/26/16,11/30/22,Executive Director,1,Tom Rutledge,Yes,CEO
653,LYB,1667126,1092110,Bob Patel,LYONDELLBASELL INDUSTRIES NV,CEO,6/1/18,12/31/21,Executive Director,1,Bob Patel,Yes,CEO
654,GM,1673114,892349,Mary Barra,GENERAL MOTORS CO,Chair/CEO,1/4/16,,Executive Director,1,Mary Barra,Yes,CEO
655,FLT,1677118,1058760,Ron Clarke,FLEETCOR TECHNOLOGIES INC,Chairman/President/CEO,12/15/10,,Executive Director,1,Ron Clarke,Yes,CEO
656,LWRK,1681880,1060498,Stephen Liptrap,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),President/CEO,5/4/17,9/2/22,Executive Director,1,Stephen Liptrap,Yes,CEO
657,MSI,1681880,1060498,Stephen Liptrap,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),President/CEO,5/4/17,9/2/22,Executive Director,1,Stephen Liptrap,Yes,CEO
658,,1684303,140602,David Kenny,NIELSEN HOLDINGS PLC (Nielsen NV prior to 08/2015) (De-listed 10/2022),CEO/Chief Diversity Officer,1/1/19,3/23/21,Executive Director,1,David Kenny,Yes,CEO
659,NLSN,1684303,140602,David Kenny,NIELSEN HOLDINGS PLC (Nielsen NV prior to 08/2015) (De-listed 10/2022),CEO/Chief Diversity Officer,1/1/19,3/23/21,Executive Director,1,David Kenny,Yes,CEO
660,KMI,1687673,38016,Rich Kinder,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),Chairman (Executive),6/1/15,,Executive Director,1,Rich Kinder,Yes,TMT
661,KMI,1687673,480557,Steve Kean,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),CEO,4/18/18,8/1/23,Executive Director,1,Steve Kean,Yes,CEO
662,HCA,1692837,35175,Sam Hazen,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),CEO,1/1/19,,Executive Director,1,Sam Hazen,Yes,CEO
663,HII,1694757,487356,Mike Petters,HUNTINGTON INGALLS INDUSTRIES INC,President/CEO,3/31/11,3/1/22,Executive Director,1,Mike Petters,Yes,CEO
664,PKI,1719568,1248755,Bob Espey,PARKLAND CORP (Parkland Fuel Corp prior to 05/2020),President/CEO,5/12/11,,Executive Director,1,Bob Espey,Yes,CEO
665,XYL,1731107,598774,Patrick Decker,XYLEM INC,President/CEO,3/17/14,12/31/23,Executive Director,1,Patrick Decker,Yes,CEO
666,REG,1792078,1061422,John Black,REGULUS RESOURCES INC,CEO,9/30/14,,Executive Director,1,John Black,Yes,CEO
667,EPAM,1796199,1059890,Arkadiy Dobkin,EPAM SYSTEMS INC,Chairman/President/CEO,2/8/12,,Executive Director,1,Arkadiy Dobkin,Yes,CEO
668,ICE,1806144,1194094,Joey St-Aubin,CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999),President/CEO,3/6/09,,Executive Director,1,Joey St-Aubin,Yes,CEO
669,EOG,1807060,1892119,Gil Holzman,ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011),President/CEO,11/25/11,,Executive Director,1,Gil Holzman,Yes,CEO
670,ENPH,1810090,1197971,Badri Kothandaraman,ENPHASE ENERGY INC,President/CEO,9/3/17,,Executive Director,1,Badri Kothandaraman,Yes,CEO
671,PSX,1813482,1089975,Greg Garland,PHILLIPS 66,Chairman/CEO,6/1/14,7/1/22,Executive Director,1,Greg Garland,Yes,CEO
