1num,gvkey,2num,tic,3num,1conm_x,2Company,3CompanyName,1ceo_minority,1ethnicity (from boardex),2BE,1ceo_race(black),ceo_race,1ceo_name,2First,2Last,3DirectorName,3Unnamed: 10,ceo_name,2Female,ceo_gender,2ExecType,3ceo?,3RoleName,3Seniority,3DateStartRole,3DateEndRole,2AnnDate,2permno,2Confounded,2Interim,3CompanyID,3DirectorID
250,6730,230,LLY,339,LILLY (ELI) & CO,Eli Lilly,ELI LILLY & CO,0,CAUCASIAN/WHITE,1,,black,,Derica,Rice,Dave Ricks,Dave Ricks,Derica Rice,0,Male,TMT,1,Chair/President/CEO,Executive Director,6/1/17,C,2/23/06,50876,1,,18888,1068880
251,29389,,SPG,493,SIMON PROPERTY GROUP INC,,SIMON PROPERTY GROUP INC,0,CAUCASIAN/WHITE,,,,,,,David Simon,David Simon,,,,,1,Chairman/President/CEO,Executive Director,2/15/19,C,,,,,28041,70877
251,29389,,SPG,494,SIMON PROPERTY GROUP INC,,SIMON PROPERTY GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Richard Sokolov,Richard Sokolov,,,,,1,Vice Chairman,Executive Director,2/15/19,C,,,,,28041,141036
251,29389,,SPG,714,SIMON PROPERTY GROUP INC,,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),0,CAUCASIAN/WHITE,,,,,,,Jason Sparaga,Jason Sparaga,,,,,1,Co-CEO,Executive Director,8/31/18,1/5/21,,,,,2686564,2235636
251,29389,,SPG,715,SIMON PROPERTY GROUP INC,,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),0,CAUCASIAN/WHITE,,,,,,,Andrew Clark,Andrew Clark,,,,,1,Co-CEO,Executive Director,8/31/18,1/5/21,,,,,2686564,2239576
252,23809,,AZO,44,AUTOZONE INC,,AUTOZONE INC,0,CAUCASIAN/WHITE,,,,,,,Bill Rhodes III,Bill Rhodes III,,,,,1,Chairman/President/CEO,Executive Director,6/6/07,1/2/24,,,,,3154,49966
253,4598,,FDX,235,FEDEX CORP,,FEDEX CORP,0,CAUCASIAN/WHITE,,,,,,,Fred Smith,Fred Smith,,,,,1,Chairman/CEO,Executive Director,2/1/17,5/31/22,,,,,11664,43076
254,6104,,IP,307,INTL PAPER CO,,INTERNATIONAL PAPER CO,0,CAUCASIAN/WHITE,,,,,,,Mark Sutton,Mark Sutton,,,,,1,Chairman/CEO,Executive Director,1/1/15,C,,,,,16569,621903
254,6104,,IP,683,INTL PAPER CO,,IMAGINEAR INC (Imagination Park Technologies Inc prior to 04/2020),0,CAUCASIAN/WHITE,,,,,,,Alen Silverrstieen,Alen Silverrstieen,,,,,1,President/CEO,Executive Director,3/1/19,1/1/21,,,,,1985284,2589083
255,29649,,MAA,381,MID-AMERICA APT CMNTYS INC,,MID-AMERICA APARTMENT COMMUNITIES INC,0,CAUCASIAN/WHITE,,,,,,,H Bolton Jr,H Bolton Jr,,,,,1,Chairman/President/CEO,Executive Director,10/1/02,C,,,,,20625,341827
256,4016,,DG,647,DOLLAR GENERAL CORP,,DOLLAR GENERAL CORP,0,CAUCASIAN/WHITE,,,,,,,Todd Vasos,Todd Vasos,,,,,1,CEO,Executive Director,6/3/15,11/1/22,,,,,1605214,487710
257,22260,,HCA,662,HCA HEALTHCARE INC,,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),0,CAUCASIAN/WHITE,,,,,,,Sam Hazen,Sam Hazen,,,,,1,CEO,Executive Director,1/1/19,C,,,,,1692837,35175
258,61676,,CTXS,134,CITRIX SYSTEMS INC,,CITRIX SYSTEMS INC (De-listed 09/2022),0,CAUCASIAN/WHITE,,,,,,,David Henshall,David Henshall,,,,,1,President/CEO,Executive Director,7/10/17,10/1/21,,,,,6959,205153
259,64410,,KMX,586,CARMAX INC,,CARMAX INC,0,CAUCASIAN/WHITE,,,,,,,Bill Nash,Bill Nash,,,,,1,President/CEO,Executive Director,9/1/16,C,,,,,107377,1011736
260,1440,,AEP,20,AMERICAN ELECTRIC POWER CO,,AMERICAN ELECTRIC POWER CO INC,0,CAUCASIAN/WHITE,,,,,,,Nick Akins,Nick Akins,,,,,1,Chairman/President/CEO,Executive Director,1/1/14,8/10/22,,,,,1809,533555
261,6733,,BBWI,340,BATH & BODY WORKS INC,,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),0,CAUCASIAN/WHITE,,,,,,,Leslie Wexner,Leslie Wexner,,,,,1,Chairman/CEO,Executive Director,1/1/02,5/14/20,,,,,18892,53436
262,2751,,CAH,102,CARDINAL HEALTH INC,,CARDINAL HEALTH INC,0,CAUCASIAN/WHITE,,,,,,,Mike Kaufmann,Mike Kaufmann,,,,,1,CEO,Executive Director,9/1/19,9/1/22,,,,,5811,517277
263,5786,,HBAN,292,HUNTINGTON BANCSHARES,,HUNTINGTON BANCSHARES INC,0,CAUCASIAN/WHITE,,,,,,,Steve Steinour,Steve Steinour,,,,,1,Chairman/President/CEO,Executive Director,1/14/09,C,,,,,15235,200105
264,4383,,ATO,39,ATMOS ENERGY CORP,,ATMOS ENERGY CORP,0,CAUCASIAN/WHITE,,,,,,,Kim Cocklin,Kim Cocklin,,,,,1,Chairman (Executive),Executive Director,10/1/17,11/23/20,,,,,2963,328716
264,4383,,ATO,40,ATMOS ENERGY CORP,,ATMOS ENERGY CORP,0,CAUCASIAN/WHITE,,,,,,,John Akers,John Akers,,,,,1,President/CEO,Executive Director,10/1/19,C,,,,,2963,806085
265,260774,,CBRE,109,CBRE GROUP INC,,CBRE GROUP INC (CB Richard Ellis Group Inc prior to 10/2011),0,CAUCASIAN/WHITE,,,,,,,Bob Sulentic,Bob Sulentic,,,,,1,President/CEO,Executive Director,12/1/12,11/17/23,,,,,6083,272769
266,162254,,CE,,CELANESE CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
267,3231,,CMA,,COMERICA INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
268,29901,,CPRT,158,COPART INC,,COPART INC,0,CAUCASIAN/WHITE,,,,,,,Jay Adair,Jay Adair,,,,,1,CEO,Executive Director,2/12/10,4/1/22,,,,,7852,183351
268,29901,,CPRT,159,COPART INC,,COPART INC,0,CAUCASIAN/WHITE,,,,,,,Willis Johnson,Willis Johnson,,,,,1,Chairman (Executive),Executive Director,2/12/10,C,,,,,7852,183354
269,4108,,FLS,238,FLOWSERVE CORP,,FLOWSERVE CORP,0,CAUCASIAN/WHITE,,,,,,,Robert Rowe,Robert Rowe,,,,,1,President/CEO,Executive Director,4/1/17,C,,,,,12153,1304182
270,30004,,INVH,711,INVITATION HOMES INC,,INVITATION HOMES INC,0,CAUCASIAN/WHITE,,,,,,,Dallas Tanner,Dallas Tanner,,,,,1,President/CEO,Executive Director,1/16/19,3/1/23,,,,,2607907,1862251
271,6216,,J,313,JACOBS ENGINEERING GROUP INC,,JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022),0,CAUCASIAN/WHITE,,,,,,,Steve Demetriou,Steve Demetriou,,,,,1,Chairman/CEO,Executive Director,7/28/16,1/24/23,,,,,17251,349932
272,6435,,KMB,,KIMBERLY-CLARK CORP,,,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,,,,,,,,,,,,,,,,,
273,9882,,LUV,502,SOUTHWEST AIRLINES,,SOUTHWEST AIRLINES CO,0,CAUCASIAN/WHITE,,,,,,,Gary Kelly,Gary Kelly,,,,,1,Chairman/CEO,Executive Director,1/10/17,2/1/22,,,,,28696,44881
274,7171,,MCK,368,MCKESSON CORP,,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),0,CAUCASIAN/WHITE,,,,,,,Doctor Brian Tyler,Doctor Brian Tyler,,,,,1,CEO,Executive Director,4/1/19,C,,,,,19966,509859
275,26061,,MTCH,539,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),1,INDIAN/SOUTH ASIAN,,,,,,,Barry Diller,Barry Diller,,,,,1,Chairman (Executive),Executive Director,12/1/10,6/30/20,,,,,32019,33328
275,26061,,MTCH,540,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),1,INDIAN/SOUTH ASIAN,,,,,,,Victor Kaufman,Victor Kaufman,,,,,1,Vice Chairman (Executive),Executive Director,10/1/99,6/30/20,,,,,32019,43526
275,26061,,MTCH,541,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),1,INDIAN/SOUTH ASIAN,,,,,,,Joey Levin,Joey Levin,,,,,1,CEO,Executive Director,6/24/15,6/30/20,,,,,32019,641282
276,14359,,PXD,433,PIONEER NATURAL RESOURCES CO,,PIONEER NATURAL RESOURCES CO,0,CAUCASIAN/WHITE,,,,,,,Scott Sheffield,Scott Sheffield,,,,,1,President/CEO,Executive Director,2/21/19,1/1/21,,,,,24506,66062
277,9899,191,T,482,AT&T INC,AT&T,AT&T INC (SBC Communications Inc prior to 11/2005),0,CAUCASIAN/WHITE,1,,black,,Mirian,Graddick,Randall Stephenson Jr,Randall Stephenson Jr,Mirian Graddick,1,Female,TMT,1,Chairman/CEO,Executive Director,10/1/19,7/1/20,2/12/99,66093,1,,27163,33072
277,9899,191,T,516,AT&T INC,AT&T,TELUS CORP,0,CAUCASIAN/WHITE,1,,black,,Mirian,Graddick,Darren Entwistle,Darren Entwistle,Mirian Graddick,1,Female,TMT,1,President/CEO,Executive Director,8/10/15,C,2/12/99,66093,1,,30372,336808
277,9899,254,T,482,AT&T INC,AT&T,AT&T INC (SBC Communications Inc prior to 11/2005),0,CAUCASIAN/WHITE,1,,black,,Xavier,Williams,Randall Stephenson Jr,Randall Stephenson Jr,Xavier Williams,0,Male,TMT,1,Chairman/CEO,Executive Director,10/1/19,7/1/20,10/12/17,66093,0,,27163,33072
277,9899,254,T,516,AT&T INC,AT&T,TELUS CORP,0,CAUCASIAN/WHITE,1,,black,,Xavier,Williams,Darren Entwistle,Darren Entwistle,Xavier Williams,0,Male,TMT,1,President/CEO,Executive Director,8/10/15,C,10/12/17,66093,0,,30372,336808
278,10499,,TXN,519,TEXAS INSTRUMENTS INC,,TEXAS INSTRUMENTS INC,0,CAUCASIAN/WHITE,,,,,,,Rich Templeton,Rich Templeton,,,,,1,Chairman/President/CEO,Executive Director,7/17/18,4/1/23,,,,,30509,13520
279,4503,,XOM,229,EXXON MOBIL CORP,,EXXON MOBIL CORP,0,CAUCASIAN/WHITE,,,,,,,Darren Woods,Darren Woods,,,,,1,Chairman/CEO,Executive Director,1/1/17,C,,,,,11430,1253894
280,7906,,NKE,,NIKE INC -CL B,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
281,24197,,IDXX,294,IDEXX LABS INC,,IDEXX LABORATORIES INC,0,CAUCASIAN/WHITE,,,,,,,Jonathan Mazelsky,Jonathan Mazelsky,,,,,1,President/CEO,Executive Director,10/23/19,C,,,,,15486,1254756
282,179437,,AWK,,AMERICAN WATER WORKS CO INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
283,2663,,CPB,98,CAMPBELL SOUP CO,,CAMPBELL SOUP CO,0,CAUCASIAN/WHITE,,,,,,,Mark Clouse,Mark Clouse,,,,,1,President/CEO,Executive Director,1/22/19,C,,,,,5620,1122227
284,9783,194,KEY,323,KEYCORP,KeyCorp,KEYCORP,0,CAUCASIAN/WHITE,1,,black,,Paul,Harris,Beth Mooney,Beth Mooney,Paul Harris,0,Male,TMT,1,Chairman/President/CEO,Executive Director,5/1/11,5/1/20,2/3/03,64995,1,,17862,50551
284,9783,248,KEY,323,KEYCORP,KeyCorp,KEYCORP,0,CAUCASIAN/WHITE,1,,black,,Jeffrey,Weaver,Beth Mooney,Beth Mooney,Jeffrey Weaver,0,Male,TMT,1,Chairman/President/CEO,Executive Director,5/1/11,5/1/20,7/5/05,64995,0,,17862,50551
285,13341,,PGR,448,PROGRESSIVE CORP-OHIO,,PROGRESSIVE CORP (OHIO),0,CAUCASIAN/WHITE,,,,,,,Tricia Griffith,Tricia Griffith,,,,,1,President/CEO,Executive Director,7/1/16,C,,,,,25199,40291
286,8358,,PH,423,PARKER-HANNIFIN CORP,,PARKER-HANNIFIN CORP,0,CAUCASIAN/WHITE,,,,,,,Tom Williams,Tom Williams,,,,,1,Chairman/CEO,Executive Director,1/1/16,1/1/23,,,,,23834,502142
287,9667,,SHW,492,SHERWIN-WILLIAMS CO,,SHERWIN-WILLIAMS CO,0,CAUCASIAN/WHITE,,,,,,,John Morikis,John Morikis,,,,,1,Chairman/CEO,Executive Director,3/1/19,3/12/21,,,,,27786,60662
288,148349,,TDG,619,TRANSDIGM GROUP INC,,TRANSDIGM GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Nick Howley,Nick Howley,,,,,1,Chairman (Executive),Executive Director,4/26/18,8/6/21,,,,,818089,512642
288,148349,,TDG,620,TRANSDIGM GROUP INC,,TRANSDIGM GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Kevin Stein,Doctor Kevin Stein,,,,,1,President/CEO,Executive Director,4/26/18,C,,,,,818089,895408
289,7257,19,MRK,484,MERCK & CO,Merck,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),1,BLACK/AFRICAN AMERICAN,1,,black,,Kenneth,Frazier,Ken Frazier,Ken Frazier,Kenneth Frazier,0,Male,CEO,1,Chairman/President/CEO,Executive Director,12/1/11,4/1/21,11/30/10,22752,0,0,27219,31551
289,7257,180,MRK,484,MERCK & CO,Merck,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),1,BLACK/AFRICAN AMERICAN,1,,black,,Willie,Deese,Ken Frazier,Ken Frazier,Willie Deese,0,Male,TMT,1,Chairman/President/CEO,Executive Director,12/1/11,4/1/21,5/25/05,22752,0,,27219,31551
289,7257,188,MRK,484,MERCK & CO,Merck,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),1,BLACK/AFRICAN AMERICAN,1,,black,,Kenneth,Frazier,Ken Frazier,Ken Frazier,Kenneth Frazier,0,Male,TMT,1,Chairman/President/CEO,Executive Director,12/1/11,4/1/21,7/27/07,22752,1,,27219,31551
289,7257,196,MRK,484,MERCK & CO,Merck,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),1,BLACK/AFRICAN AMERICAN,1,,black,,Bridgette,Heller,Ken Frazier,Ken Frazier,Bridgette Heller,1,Female,TMT,1,Chairman/President/CEO,Executive Director,12/1/11,4/1/21,2/16/10,22752,1,,27219,31551
290,6066,,IBM,,INTL BUSINESS MACHINES CORP,,,1,INDIAN/SOUTH ASIAN,,,,,,,,,,,,,,,,,,,,,,,
291,160225,,MA,,MASTERCARD INC,,,1,INDIAN/SOUTH ASIAN,,,,,,,,,,,,,,,,,,,,,,,
292,8479,,PEP,426,PEPSICO INC,,PEPSICO INC,1,HISPANIC/LATIN AMERICAN,,,,,,,Ramon Laguarta,Ramon Laguarta,,,,,1,Chairman/President/CEO,Executive Director,2/1/19,C,,,,,24151,1304732
293,23812,,REGN,465,REGENERON PHARMACEUTICALS,,REGENERON PHARMACEUTICALS INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Len Schleifer,Doctor Len Schleifer,,,,,1,President/CEO,Executive Director,1/1/94,6/9/23,,,,,25954,201093
294,189491,,XYL,665,XYLEM INC,,XYLEM INC,0,CAUCASIAN/WHITE,,,,,,,Patrick Decker,Patrick Decker,,,,,1,President/CEO,Executive Director,3/17/14,12/31/23,,,,,1731107,598774
295,4060,,DD,,DUPONT DE NEMOURS INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
296,29127,,INCY,298,INCYTE CORP,,INCYTE CORP (Incyte Genomics prior to 03/2003),0,PREFER NOT TO DISCLOSE,,,,,,,Herv__© Hoppenot,Herv__© Hoppenot,,,,,1,Chairman/President/CEO,Executive Director,5/22/15,6/5/23,,,,,15783,1249099
297,3897,,DTE,191,DTE ENERGY CO,,DTE ENERGY CO,0,CAUCASIAN/WHITE,,,,,,,Gerry Anderson,Gerry Anderson,,,,,1,Chairman (Executive),Executive Director,7/1/19,5/5/22,,,,,9693,204995
297,3897,,DTE,193,DTE ENERGY CO,,DTE ENERGY CO,0,CAUCASIAN/WHITE,,,,,,,Jerry Norcia,Jerry Norcia,,,,,1,President/CEO,Executive Director,7/1/19,5/5/22,,,,,9693,534436
298,4839,,F,241,FORD MOTOR CO,,FORD MOTOR CO,0,CAUCASIAN/WHITE,,,,,,,Bill Ford Jr,Bill Ford Jr,,,,,1,Chairman (Executive),Executive Director,9/1/06,C,,,,,12262,23366
298,4839,,F,243,FORD MOTOR CO,,FORD MOTOR CO,0,CAUCASIAN/WHITE,,,,,,,Jim Hackett,Jim Hackett,,,,,1,President/CEO,Executive Director,5/22/17,10/1/20,,,,,12262,34156
298,4839,,F,638,FORD MOTOR CO,,FIORE GOLD LTD (Fiore Exploration Ltd prior to 09/2017) (De-listed 01/2022),0,CAUCASIAN/WHITE,,,,,,,Tim Warman,Tim Warman,,,,,1,CEO,Executive Director,9/25/17,1/12/22,,,,,1227085,735131
299,5073,164,GM,654,GENERAL MOTORS CO,General Motors,GENERAL MOTORS CO,0,CAUCASIAN/WHITE,1,,black,,Alicia,Boler Davis,Mary Barra,Mary Barra,Alicia Boler Davis,1,Female,TMT,1,Chair/CEO,Executive Director,1/4/16,C,6/9/16,12369,1,,1673114,892349
300,7085,,MAS,360,MASCO CORP,,MASCO CORP,0,CAUCASIAN/WHITE,,,,,,,Keith Allman,Keith Allman,,,,,1,President/CEO,Executive Director,2/14/14,C,,,,,19758,1135450
301,9771,,AOS,496,SMITH (A.O.),,SMITH (AO) CORP,0,CAUCASIAN/WHITE,,,,,,,Ajita Rajendra,Ajita Rajendra,,,,,1,Chairman (Executive),Executive Director,9/1/18,5/1/20,,,,,28304,484111
301,9771,,AOS,497,SMITH (A.O.),,SMITH (AO) CORP,0,CAUCASIAN/WHITE,,,,,,,Kevin Wheeler,Kevin Wheeler,,,,,1,President/CEO,Executive Director,9/1/18,5/1/20,,,,,28304,1302544
302,9203,,ROK,473,ROCKWELL AUTOMATION,,ROCKWELL AUTOMATION INC,0,CAUCASIAN/WHITE,,,,,,,Blake Moret,Blake Moret,,,,,1,Chairman/President/CEO,Executive Director,1/1/18,C,,,,,26468,1108705
303,11550,,WEC,571,WEC ENERGY GROUP INC,,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),0,CAUCASIAN/WHITE,,,,,,,Gale Klappa,Gale Klappa,,,,,1,Chairman (Executive),Executive Director,2/1/19,C,,,,,33607,36615
303,11550,,WEC,572,WEC ENERGY GROUP INC,,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),0,CAUCASIAN/WHITE,,,,,,,Kevin Fletcher,Kevin Fletcher,,,,,1,President/CEO,Executive Director,2/1/19,2/1/22,,,,,33607,885203
304,3026,,CHD,124,CHURCH & DWIGHT INC,,CHURCH & DWIGHT CO INC,0,CAUCASIAN/WHITE,,,,,,,Matthew Farrell,Matthew Farrell,,,,,1,Chairman/President/CEO,Executive Director,5/2/19,C,,,,,6779,336620
305,164708,,AMP,612,AMERIPRISE FINANCIAL INC,,AMERIPRISE FINANCIAL INC,0,CAUCASIAN/WHITE,,,,,,,Jim Cracchiolo,Jim Cracchiolo,,,,,1,Chairman/CEO,Executive Director,9/30/05,C,,,,,667645,33676
306,2184,61,BBY,75,BEST BUY CO INC,Best Buy,BEST BUY CO INC,0,CAUCASIAN/WHITE,0,,non-black,,Bradbury,Anderson,Hubert Joly,Hubert Joly,Bradbury Anderson,0,Male,CEO,1,Chairman (Executive),Executive Director,6/11/19,6/11/20,2/25/02,85914,0,0,4118,801207
306,2184,61,BBY,77,BEST BUY CO INC,Best Buy,BEST BUY CO INC,0,CAUCASIAN/WHITE,0,,non-black,,Bradbury,Anderson,Corie Barry,Corie Barry,Bradbury Anderson,0,Male,CEO,1,CEO,Executive Director,6/11/19,C,2/25/02,85914,0,0,4118,1713009
307,65609,,CHRW,120,C H ROBINSON WORLDWIDE INC,,CH ROBINSON WORLDWIDE INC,0,CAUCASIAN/WHITE,,,,,,,John Wiehoff,John Wiehoff,,,,,1,Chairman,Executive Director,5/9/19,5/7/20,,,,,6438,67247
307,65609,,CHRW,121,C H ROBINSON WORLDWIDE INC,,CH ROBINSON WORLDWIDE INC,0,CAUCASIAN/WHITE,,,,,,,Bob Biesterfeld Jr,Bob Biesterfeld Jr,,,,,1,President/CEO,Executive Director,5/9/19,12/31/22,,,,,6438,1656763
308,5071,83,GIS,257,GENERAL MILLS INC,General Mills,GENERAL MILLS INC,0,CAUCASIAN/WHITE,0,,non-black,,Jeffrey,Harmening,Jeff Harmening,Jeff Harmening,Jeffrey Harmening,0,Male,CEO,1,Chairman/CEO,Executive Director,1/1/18,C,5/3/17,17144,0,0,13034,988199
308,5071,83,GIS,260,GENERAL MILLS INC,General Mills,GILEAD SCIENCES INC,0,CAUCASIAN/WHITE,0,,non-black,,Jeffrey,Harmening,Daniel O'Day,Daniel O'Day,Jeffrey Harmening,0,Male,CEO,1,Chairman/CEO,Executive Director,3/1/19,C,5/3/17,17144,0,0,13273,1015485
308,5071,162,GIS,257,GENERAL MILLS INC,General Mills,GENERAL MILLS INC,0,CAUCASIAN/WHITE,1,,black,,Marc,Belton,Jeff Harmening,Jeff Harmening,Marc Belton,0,Male,TMT,1,Chairman/CEO,Executive Director,1/1/18,C,5/3/05,17144,1,,13034,988199
308,5071,162,GIS,260,GENERAL MILLS INC,General Mills,GILEAD SCIENCES INC,0,CAUCASIAN/WHITE,1,,black,,Marc,Belton,Daniel O'Day,Daniel O'Day,Marc Belton,0,Male,TMT,1,Chairman/CEO,Executive Director,3/1/19,C,5/3/05,17144,1,,13273,1015485
308,5071,163,GIS,257,GENERAL MILLS INC,General Mills,GENERAL MILLS INC,0,CAUCASIAN/WHITE,1,,black,,Marc,Belton,Jeff Harmening,Jeff Harmening,Marc Belton,0,Male,TMT,1,Chairman/CEO,Executive Director,1/1/18,C,5/4/06,17144,1,,13034,988199
308,5071,163,GIS,260,GENERAL MILLS INC,General Mills,GILEAD SCIENCES INC,0,CAUCASIAN/WHITE,1,,black,,Marc,Belton,Daniel O'Day,Daniel O'Day,Marc Belton,0,Male,TMT,1,Chairman/CEO,Executive Director,3/1/19,C,5/4/06,17144,1,,13273,1015485
309,3813,245,TGT,511,TARGET CORP,Target,TARGET CORP,0,CAUCASIAN/WHITE,1,,black,,Laysha,Ward,Bill Andres,Bill Andres,Laysha Ward,1,Female,TMT,1,Chairman/CEO,Executive Director,N,N,12/17/14,49154,1,,29978,34696
309,3813,245,TGT,513,TARGET CORP,Target,TARGET CORP,0,CAUCASIAN/WHITE,1,,black,,Laysha,Ward,Brian Cornell,Brian Cornell,Laysha Ward,1,Female,TMT,1,Chair/CEO,Executive Director,8/12/14,C,12/17/14,49154,1,,29978,310363
310,10903,242,UNH,544,UNITEDHEALTH GROUP INC,UnitedHealth Group,UNITEDHEALTH GROUP INC,0,CAUCASIAN/WHITE,1,,black,,Reed,Tuckson,Dave Wichmann,Dave Wichmann,Reed Tuckson,0,Male,TMT,1,CEO,Executive Director,9/1/17,2/4/21,9/16/00,92655,0,,32107,333999
311,4723,,USB,536,US BANCORP,,US BANCORP,0,CAUCASIAN/WHITE,,,,,,,Andy Cecere,Andy Cecere,,,,,1,Chairman/President/CEO,Executive Director,4/17/18,C,,,,,31946,34167
312,7977,,XEL,,XCEL ENERGY INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
313,1632,,ADI,30,ANALOG DEVICES INC,,ANALOG DEVICES INC,0,CAUCASIAN/WHITE,,,,,,,Vincent Roche,Vincent Roche,,,,,1,President/CEO,Executive Director,5/6/13,3/9/22,,,,,2145,35469
314,125595,,AKAM,9,AKAMAI TECHNOLOGIES INC,,AKAMAI TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Tom Leighton,Doctor Tom Leighton,,,,,1,CEO,Executive Director,1/1/13,C,,,,,1221,183176
315,24468,,BIIB,592,BIOGEN INC,,BIOGEN INC (Biogen Idec Inc prior to 03/2015),0,CAUCASIAN/WHITE,,,,,,,Michel Vounatsos,Michel Vounatsos,,,,,1,CEO,Executive Director,1/6/17,11/14/22,,,,,440155,1694109
316,25279,,BSX,88,BOSTON SCIENTIFIC CORP,,BOSTON SCIENTIFIC CORP,0,CAUCASIAN/WHITE,,,,,,,Mike Mahoney,Mike Mahoney,,,,,1,Chairman/President/CEO,Executive Director,5/3/16,C,,,,,4865,879252
316,25279,,BSX,640,BOSTON SCIENTIFIC CORP,,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),0,CAUCASIAN/WHITE,,,,,,,Mark Eaton,Mark Eaton,,,,,1,Chairman (Executive),Executive Director,8/15/14,C,,,,,1264297,730965
316,25279,,BSX,641,BOSTON SCIENTIFIC CORP,,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),0,CAUCASIAN/WHITE,,,,,,,Peter Tagliamonte,Peter Tagliamonte,,,,,1,President/CEO,Executive Director,8/15/14,C,,,,,1264297,790420
317,20904,,HOLX,280,HOLOGIC INC,,HOLOGIC INC,0,CAUCASIAN/WHITE,,,,,,,Steve MacMillan,Steve MacMillan,,,,,1,Chairman/President/CEO,Executive Director,6/16/15,C,,,,,14967,41481
318,28877,,KDP,635,KEURIG DR PEPPER INC,,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),0,CAUCASIAN/WHITE,,,,,,,Bob Gamgort Jr,Bob Gamgort Jr,,,,,1,Chairman/President/CEO,Executive Director,1/13/19,7/29/22,,,,,1057037,989294
319,34410,,MRNA,719,MODERNA INC,,MODERNA INC,0,CAUCASIAN/WHITE,,,,,,,St__©phane Bancel,St__©phane Bancel,,,,,1,CEO,Executive Director,12/7/18,C,,,,,2959246,507530
320,4145,,PKI,664,PERKINELMER INC,,PARKLAND CORP (Parkland Fuel Corp prior to 05/2020),1,INDIAN/SOUTH ASIAN,,,,,,,Bob Espey,Bob Espey,,,,,1,President/CEO,Executive Director,5/12/11,C,,,,,1719568,1248755
321,177227,,PODD,622,INSULET CORP,,INSULET CORPORATION,0,CAUCASIAN/WHITE,,,,,,,Shacey Petrovic,Shacey Petrovic,,,,,1,President/CEO,Executive Director,1/1/19,6/1/22,,,,,862492,1519215
322,8972,132,RTN,,RAYTHEON CO,Raytheon,,0,CAUCASIAN/WHITE,1,,black,,Hansel,Tookes,,,Hansel Tookes,0,Male,CEO,,,,,,9/8/99,24942,1,0,,
323,10983,,RTX,,RAYTHEON TECHNOLOGIES CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
324,10453,,TER,517,TERADYNE INC,,TERADYNE INC,0,CAUCASIAN/WHITE,,,,,,,Mark Jagiela,Mark Jagiela,,,,,1,President/CEO,Executive Director,2/1/14,7/1/22,,,,,30437,488571
325,11672,,TJX,523,TJX COS INC (THE),,TJX COS INC,0,CAUCASIAN/WHITE,,,,,,,Carol Meyrowitz,Carol Meyrowitz,,,,,1,Chairman (Executive),Executive Director,1/31/16,C,,,,,30801,38966
325,11672,,TJX,524,TJX COS INC (THE),,TJX COS INC,0,CAUCASIAN/WHITE,,,,,,,Ernie Herrman,Ernie Herrman,,,,,1,President/CEO,Executive Director,1/31/16,C,,,,,30801,540575
