obs,1num,2num,tic,3num,3CompanyID,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,2ExecType,2director_name,2BE(Black?),*name,3ethnicity (from boardex),discrepancy_2.Bermiss_3.BoardEx,*ceo_race,*ceo_successor_race,2Female,2ceo_gender,*ceo_gender,*ceo_successor_gender,ceo_name_2020_changed,source_verifying discrepant ceo name,*ExecType,*BlackTMTnum,*BlackTMT?,2First,2Last,3RoleName,3DirectorName,3Seniority,3ceo?,3DateStartRole,3DateEndRole,*2020active,3DirectorID,2AnnDate,2permno,2Confounded,2Interim
28,19,,RHT,639,1243400,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),122841,0,,,,Dr. Lisa Crossley,,No,White,White,,,Female,,,https://www.reliqhealth.com/2023/12/11/reliq-health-technologies-inc-announces-management-changes/,,,,,,CEO,Doctor Lisa Crossley,Executive Director,1,1/18/16,12/11/23,Yes,1664864,,,,
29,19,,RHT,639,1243400,RED HAT INC,,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),122841,0,,,,Jim Whitehurst,,No,White,White,,,Male,Male,Paul Cormier (appointed in April 2020),https://www.redhat.com/en/about/press-releases/red-hat-names-paul-cormier-president-and-chief-executive-officer,,,,,,CEO,Doctor Lisa Crossley,Executive Director,1,1/18/16,12/11/23,Yes,1664864,,,,
462,350,,AMD,5,881,ADVANCED MICRO DEVICES,,ADVANCED MICRO DEVICES INC (AMD),1161,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,President/CEO,Doctor Lisa Su,Executive Director,1,10/8/14,2/14/22,Yes,542142,,,,
557,431,,ALXN,12,1355,ALEXION PHARMACEUTICALS INC,,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),62263,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Doctor Ludwig Hantson,Executive Director,1,3/27/17,7/21/21,Yes,1077323,,,,
565,439,,FMC,239,12164,FMC CORP,,FMC CORP,4510,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doctor Pierre Brondeau,Executive Director,1,6/1/18,5/31/20,Yes,51661,,,,
531,410,,PEG,451,25378,PUBLIC SERVICE ENTRP GRP INC,,PUBLIC SERVICE ENTERPRISE GROUP INC,8810,0,,,,Joanne Crevoiserat,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Doctor Ralph Izzo,Executive Director,1,4/1/07,8/31/22,Yes,204007,,,,
146,112,,STZ,149,7753,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,2710,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman (Executive),Doctor Richard Sands,Executive Director,1,3/1/19,1/1/22,Yes,82517,,,,
418,314,,AKAM,9,1221,AKAMAI TECHNOLOGIES INC,,AKAMAI TECHNOLOGIES INC,125595,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Doctor Tom Leighton,Executive Director,1,1/1/13,,Yes,183176,,,,
237,179,,IPGP,311,16949,IPG PHOTONICS CORP,,IPG PHOTONICS CORP,175955,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doctor Valentin Gapontsev,Executive Director,1,1/1/98,5/4/21,Yes,552050,,,,
50,35,,XRAY,179,9023,DENTSPLY SIRONA INC,,DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016),13700,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Don Casey Jr,Executive Director,1,2/12/18,4/19/22,Yes,590656,,,,
58,42,,RSG,467,26097,REPUBLIC SERVICES INC,,REPUBLIC SERVICES INC,112168,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Don Slager,Executive Director,1,5/1/19,5/21/21,Yes,205673,,,,
31,20,,FRT,234,11649,FEDERAL REALTY INVESTMENT TR,,FEDERAL REALTY INVESTMENT TRUST,4605,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Don Wood,Executive Director,1,1/1/03,3/11/21,Yes,332472,,,,
153,116,,DHI,189,9582,D R HORTON INC,,DR HORTON INC,25340,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Donald Horton,Executive Director,1,11/1/98,10/1/23,Yes,65517,,,,
443,334,,ECL,200,10036,ECOLAB INC,,ECOLAB INC,4213,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doug Baker Jr,Executive Director,1,12/2/11,1/1/21,Yes,51882,,,,
152,115,,AAL,692,2021732,AMERICAN AIRLINES GROUP INC,,AMERICAN AIRLINES GROUP INC (AMR Corp prior to 12/2013),1045,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doug Parker Jr,Executive Director,1,6/4/14,3/31/22,Yes,273457,,,,
636,482,,SPGI,367,19953,S&P GLOBAL INC,,S&P GLOBAL INC (McGraw Hill Financial Inc prior to 04/2016),7163,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doug Peterson,Executive Director,1,11/1/13,,Yes,604942,,,,
489,373,,VAR,547,32375,VARIAN MEDICAL SYSTEMS INC,,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),11115,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dow Wilson,Executive Director,1,9/29/12,10/5/20,Yes,453565,,,,
103,78,,AES,6,979,AES CORP (THE),,AES CORP,24216,1,,,,Dr. Andr_s Gluski Weilert,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,Male,,,,,,,,,President/CEO,Dr. Andr_s Gluski Weilert,Executive Director,1,9/30/11,,Yes,452889,,,,
217,163,,PWR,460,25544,QUANTA SERVICES INC,,QUANTA SERVICES INC,66446,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO/COO,Duke Austin Jr,Executive Director,1,3/14/16,1/26/22,Yes,1048547,,,,
2,2,,ODFL,406,23040,OLD DOMINION FREIGHT,,OLD DOMINION FREIGHT LINE INC,24617,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Senior Chairman (Executive),Earl Congdon Jr,Executive Director,1,5/16/18,1/1/21,Yes,272624,,,,
66,49,,DAL,178,8946,DELTA AIR LINES INC,,DELTA AIR LINES INC,3851,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Ed Bastian,Executive Director,1,5/2/16,,Yes,333894,,,,
640,486,,VICI,716,2771146,VICI PROPERTIES INC,,VICI PROPERTIES INC,32580,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Ed Pitoniak,Executive Director,1,2/1/18,,Yes,648089,,,,
498,381,,CBOE,650,1647824,CBOE GLOBAL MARKETS INC,,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),184500,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Ed Tilly,Executive Director,1,1/14/19,5/12/22,Yes,1058282,,,,
450,338,,TSLA,651,1650150,TESLA INC,,TESLA INC (Tesla Motors Inc prior to 02/2017),184996,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Elon Musk,Executive Director,1,11/7/18,,Yes,1090701,,,,
471,358,,HPQ,278,14722,HP INC,,HP INC (Hewlett-Packard Co prior to 11/2015),5606,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,President/CEO,Enrique Lores,Executive Director,1,11/1/19,,Yes,607415,,,,
249,189,,WST,566,33314,WEST PHARMACEUTICAL SVSC INC,,WEST PHARMACEUTICAL SERVICES INC,11376,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Eric Green,Executive Director,1,12/17/15,5/24/22,Yes,1194462,,,,
504,387,,ITW,296,15580,ILLINOIS TOOL WORKS,,ILLINOIS TOOL WORKS INC (ITW),5878,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Ernest Santi,Executive Director,1,5/8/15,1/1/24,Yes,534201,,,,
432,325,,TJX,524,30801,TJX COS INC (THE),,TJX COS INC,11672,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Ernie Herrman,Executive Director,1,1/31/16,,Yes,540575,,,,
236,178,,PG,633,1027070,PROCTER & GAMBLE CO,,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),8762,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Ewan Downie,Executive Director,1,5/29/06,4/7/21,Yes,732790,,,,
268,207,,ILMN,297,15581,ILLUMINA INC,,ILLUMINA INC,138205,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Francis DeSouza,Executive Director,1,7/5/16,6/11/23,Yes,647025,,,,
172,130,,NCLH,677,1925428,NORWEGIAN CRUISE LINE HLDGS,,NORWEGIAN CRUISE LINE HOLDINGS LTD,104432,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,President/CEO,Frank Del Rio,Executive Director,1,8/4/15,6/30/23,Yes,1451131,,,,
331,253,,FDX,235,11664,FEDEX CORP,,FEDEX CORP,4598,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Fred Smith,Executive Director,1,2/1/17,5/31/22,Yes,43076,,,,
227,172,,BWA,86,4839,BORGWARNER INC,,BORGWARNER INC,28742,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Frederic Lissalde,Executive Director,1,8/1/18,,Yes,1195691,,,,
322,249,,ELV,32,2273,ELEVANCE HEALTH INC,,ELEVANCE HEALTH INC (Anthem Inc prior to 06/2022),145046,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Gail Boudreaux,Executive Director,1,11/20/17,,Yes,184069,,,,
398,303,,WEC,571,33607,WEC ENERGY GROUP INC,,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),11550,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Gale Klappa,Executive Director,1,2/1/19,,Yes,36615,,,,
617,465,,L,579,35930,LOEWS CORP,,LOBLAW COMPANIES LTD,6781,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Galen Weston Jr,Executive Director,1,1/1/19,5/6/21,Yes,880948,,,,
141,109,,GL,525,30937,GLOBE LIFE INC,,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),10614,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Co-Chairman/Co-CEO,Gary Coleman,Executive Director,1,4/24/14,12/31/22,Yes,58941,,,,
461,349,,AMAT,37,2382,APPLIED MATERIALS INC,,APPLIED MATERIALS INC,1704,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Gary Dickerson,Executive Director,1,9/1/13,,Yes,50901,,,,
354,273,,LUV,502,28696,SOUTHWEST AIRLINES,,SOUTHWEST AIRLINES CO,9882,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Gary Kelly,Executive Director,1,1/10/17,2/1/22,Yes,44881,,,,
157,119,,FIS,119,6382,FIDELITY NATIONAL INFO SVCS,,FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006),165993,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Gary Norcross,Executive Director,1,5/30/18,3/9/21,Yes,516521,,,,
60,43,,DLTR,184,9474,DOLLAR TREE INC,,DOLLAR TREE INC,31587,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Gary Philbin,Executive Director,1,12/9/19,7/20/20,Yes,452406,,,,
82,59,,ROL,476,26519,ROLLINS INC,,ROLLINS INC,9225,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman/CEO,Gary Rollins,Executive Director,1,1/22/13,8/25/20,Yes,141669,,,,
244,185,,TAP,156,7847,MOLSON COORS BEVERAGE CO,,MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020),3505,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Gavin Hattersley,Executive Director,1,9/28/19,,Yes,1202080,,,,
304,237,,IT,251,12862,GARTNER INC,,GARTNER INC (Gartner Group Inc prior to 08/2001),12441,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Gene Hall,Executive Director,1,8/3/04,,Yes,35090,,,,
482,367,,NTAP,391,21903,NETAPP INC,,NETAPP INC (Network Appliance Inc prior to 03/2008),61591,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,George Kurian,Executive Director,1,5/20/16,7/1/20,Yes,1448606,,,,
388,297,,DTE,191,9693,DTE ENERGY CO,,DTE ENERGY CO,3897,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Gerry Anderson,Executive Director,1,7/1/19,5/5/22,Yes,204995,,,,
206,153,,EOG,669,1807060,EOG RESOURCES INC,,ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011),16478,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Gil Holzman,Executive Director,1,11/25/11,,Yes,1892119,,,,
302,235,,BKNG,444,25022,BOOKING HOLDINGS INC,,BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018),119314,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO/Division CEO,Glenn Fogel,Executive Director,1,6/26/19,,Yes,549248,,,,
156,118,,CSX,686,1986420,CSX CORP,,CLEAN SEED CAPITAL GROUP LTD,2574,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Graeme Lempriere,Executive Director,1,10/16/18,,Yes,1852520,,,,
189,142,,BRK.B,69,4080,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,2176,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman - Operations,Greg Abel,Executive Director,1,1/9/18,,Yes,344171,,,,
510,391,,MSI,386,21174,MOTOROLA SOLUTIONS INC,,MOTOROLA SOLUTIONS INC,7585,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Greg Brown,Executive Director,1,5/3/11,,Yes,42861,,,,
4,2,,ODFL,408,23040,OLD DOMINION FREIGHT,,OLD DOMINION FREIGHT LINE INC,24617,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Greg Gantt,Executive Director,1,5/16/18,6/30/23,Yes,896206,,,,
216,162,,PSX,671,1813482,PHILLIPS 66,,PHILLIPS 66,170841,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Greg Garland,Executive Director,1,6/1/14,7/1/22,Yes,1089975,,,,
646,491,,BG,95,5320,BUNGE LTD,,BUNGE GLOBAL SA (Bunge Ltd prior to 11/2023),144435,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Greg Heckman,Executive Director,1,4/25/19,,Yes,500231,,,,
122,94,,ORLY,419,23350,O'REILLY AUTOMOTIVE INC,,O'REILLY AUTOMOTIVE INC,28180,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman (Executive),Greg Henslee,Executive Director,1,5/8/18,5/13/21,Yes,204705,,,,
95,71,,HLT,279,14812,HILTON WORLDWIDE HOLDINGS,,HILTON HOTELS CORP (De-listed 10/2007),5643,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman,Gregory Dillon,Executive Director,1,1/1/96,,Yes,85077,,,,
186,141,,FE,608,643675,FIRSTENERGY CORP,,FE BATTERY METALS CORP (First Energy Metals Ltd prior to 11/2022),8099,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Gurm Sangha,Executive Director,1,3/26/18,,Yes,1966120,,,,
334,255,,MAA,381,20625,MID-AMERICA APT CMNTYS INC,,MID-AMERICA APARTMENT COMMUNITIES INC,29649,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,H Bolton Jr,Executive Director,1,10/1/02,,Yes,341827,,,,
144,110,,TYL,528,31558,TYLER TECHNOLOGIES INC,,TYLER TECHNOLOGIES INC,10789,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,H Moore Jr,Executive Director,1,5/10/18,,Yes,325238,,,,
240,181,,WELL,687,1987496,WELLTOWER INC,,WELL HEALTH TECHNOLOGIES CORP (Wellness Lifestyles Inc prior to 07/2018),5543,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Hamed Shahbazi,Executive Director,1,5/23/18,,Yes,1607052,,,,
577,446,,PLD,19,1710,PROLOGIS INC,,PROLOGIS INC (AMB Property Corp prior to 06/2011),29984,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,,,,,,Chairman/CEO,Hamid Moghadam,Executive Director,1,1/1/13,,Yes,60091,,,,
42,28,,BAC,550,32507,BANK OF AMERICA CORP,,VERIZON COMMUNICATIONS INC,7647,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Hans Vestberg,Executive Director,1,3/8/19,,Yes,454544,,,,
642,488,,VZ,551,32507,VERIZON COMMUNICATIONS INC,,VERIZON COMMUNICATIONS INC,2136,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Hans Vestberg,Executive Director,1,3/8/19,,Yes,454544,,,,
542,418,,RHI,469,26429,ROBERT HALF INTL INC,,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),2312,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Harold Messmer Jr,Executive Director,1,12/15/19,,Yes,81557,,,,
65,48,,ZION,578,34139,ZIONS BANCORPORATION NA,,ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018),11687,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Harris Simmons,Executive Director,1,3/4/14,,Yes,57861,,,,
623,471,,MSCI,634,1041062,MSCI INC,,MSCI INC,178507,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman/CEO,Henry Fernandez,Executive Director,1,10/31/17,,Yes,598481,,,,
387,296,,INCY,298,15783,INCYTE CORP,,INCYTE CORP (Incyte Genomics prior to 03/2003),29127,0,,,,Herv_ Hoppenot,PREFER NOT TO DISCLOSE,No,White,,,,Male,,,https://incyte.com/our-company/our-leadership,,,,,,Chairman/President/CEO,Herve Hoppenot,Executive Director,1,5/22/15,6/5/23,Yes,1249099,,,,
163,124,,MNST,266,14301,MONSTER BEVERAGE CORP,,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),24316,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman/President/CFO/COO/Secretary,Hilton Schlosberg,Executive Director,1,7/1/96,1/13/21,Yes,343710,,,,
465,352,,AVGO,618,817439,BROADCOM INC,,BROADCOM INC (Broadcom Ltd prior to 04/2018),180711,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,President/CEO,Hock Tan,Executive Director,1,8/6/09,,Yes,102722,,,,
128,98,,K,326,17958,KELLOGG CO,,KINROSS GOLD CORP,6375,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,J Rollinson,Executive Director,1,10/1/14,,Yes,889546,,,,
305,238,,PBCT,627,1013530,PEOPLE'S UNITED FINL INC,,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),16245,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jack Barnes,Executive Director,1,6/26/18,4/4/22,Yes,204547,,,,
579,447,,TWTR,691,2006706,TWITTER INC,,TWITTER INC (De-listed 10/2022),18872,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Jack Dorsey,Executive Director,1,9/30/15,11/29/21,Yes,1132809,,,,
622,470,,MS,385,21105,MORGAN STANLEY,,MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),12124,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,James Gorman,Executive Director,1,1/1/12,1/1/24,Yes,34080,,,,
195,144,,DE,689,1987627,DEERE & CO,,DECISIVE DIVIDEND CORP,3835,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,James Paterson,Executive Director,1,9/24/13,5/31/21,Yes,2784754,,,,
6,4,,JBHT,290,15223,HUNT (JB) TRANSPRT SVCS INC,,HUNT(J.B.)TRANSPORT SERVICES INC,5783,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman,James Thompson,Executive Director,1,1/1/11,1/1/21,Yes,141642,,,,
613,464,,JPM,316,17528,JPMORGAN CHASE & CO,,JPMORGAN CHASE & CO,2968,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jamie Dimon,Executive Director,1,1/30/18,,Yes,33908,,,,
328,251,,SPG,714,2686564,SIMON PROPERTY GROUP INC,,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),29389,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Co-CEO,Jason Sparaga,Executive Director,1,8/31/18,1/5/21,Yes,2235636,,,,
547,421,,DVA,175,8783,DAVITA INC,,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),61483,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,CEO,Javier Rodriguez,Executive Director,1,6/1/19,,Yes,655130,,,,
348,268,,CPRT,158,7852,COPART INC,,COPART INC,29901,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Jay Adair,Executive Director,1,2/12/10,4/1/22,Yes,183351,,,,
201,149,,CCI,163,8304,CROWN CASTLE INC,,CROWN CASTLE INC (Crown Castle International Corp prior to 08/2022),113490,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jay Brown,Executive Director,1,6/1/16,1/16/24,Yes,620002,,,,
464,351,,ANET,697,2073894,ARISTA NETWORKS INC,,ARISTA NETWORKS INC,20748,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Jayshree Ullal,Executive Director,1,6/6/14,12/1/23,Yes,765053,,,,
435,327,,ARE,581,72259,ALEXANDRIA R E EQUITIES INC,,AECON GROUP INC,64821,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jean-Louis Servranckx,Executive Director,1,6/4/19,,Yes,1206037,,,,
517,397,,AMZN,18,1703,AMAZON.COM INC,,AMAZON.COM INC,64768,0,,,,Oscar Munoz,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jeff Bezos,Executive Director,1,10/1/00,7/5/21,Yes,45136,,,,
57,41,,PNW,431,24493,PINNACLE WEST CAPITAL CORP,,PINNACLE WEST CAPITAL CORP,1075,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jeff Guldner,Executive Director,1,11/15/19,,Yes,891832,,,,
1,1,,MHK,383,20964,MOHAWK INDUSTRIES INC,,MOHAWK INDUSTRIES INC,25119,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jeff Lorberbaum,Executive Director,1,11/4/09,,Yes,64542,,,,
207,154,,HAL,264,14212,HALLIBURTON CO,,HALLIBURTON CO,5439,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jeff Miller,Executive Director,1,1/1/19,,Yes,1269010,,,,
519,399,,EXPD,228,11401,EXPEDITORS INTL WASH INC,,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4494,0,,,,Brian L. Roberts,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jeff Musser,Executive Director,1,3/1/14,,Yes,452655,,,,
71,52,,GPN,261,13417,GLOBAL PAYMENTS INC,,GLOBAL PAYMENTS INC,141913,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Jeff Sloan,Executive Director,1,6/30/14,6/1/23,Yes,1076347,,,,
72,53,,ICE,616,815224,INTERCONTINENTAL EXCHANGE,,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),163610,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jeff Sprecher,Executive Director,1,11/1/02,,Yes,489174,,,,
226,171,,SBAC,481,27160,SBA COMMUNICATIONS CORP,,SBA COMMUNICATIONS CORP,121382,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jeff Stoops,Executive Director,1,1/1/02,12/31/23,Yes,346056,,,,
116,89,,LUMN,116,6353,LUMEN TECHNOLOGIES INC,,LUMEN TECHNOLOGIES INC (CenturyLink Inc prior to 09/2020),2884,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jeff Storey,Executive Director,1,5/23/18,11/7/22,Yes,730057,,,,
483,368,,NVDA,403,22806,NVIDIA CORP,,NVIDIA CORP,117768,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,President/CEO,Jensen Huang,Executive Director,1,4/1/93,,Yes,83377,,,,
389,297,,DTE,193,9693,DTE ENERGY CO,,DTE ENERGY CO,3897,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jerry Norcia,Executive Director,1,7/1/19,5/5/22,Yes,534436,,,,
150,113,,HSIC,276,14669,HENRY SCHEIN INC,,HENRY SCHEIN INC,61494,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman/President,Jim Breslawski,Executive Director,1,5/1/18,,Yes,85387,,,,
184,140,,FLIR,237,12112,FLIR SYSTEMS INC,,FLIR SYSTEMS INC (De-listed 05/2021),28477,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Cannon,Executive Director,1,6/19/17,5/14/21,Yes,1301933,,,,
320,247,,CTVA,726,3039776,CORTEVA INC,,CORTEVA INC,35168,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Jim Collins Jr,Executive Director,1,6/3/19,11/1/21,Yes,1010737,,,,
321,248,,DRE,194,9730,DUKE REALTY CORP,,DUKE REALTY CORP (De-listed 10/2022),13510,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jim Connor,Executive Director,1,4/26/17,10/3/22,Yes,333005,,,,
