"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
354,"EBAY","EBAY INC",NA,NA,"114524",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"FTNT","FORTINET INC",NA,"FORTINET INC","183377",1,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)","Ken Xie",NA,NA,NA,"Ken","Xie",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/11/13",NA,193,1606380,1055310,NA,NA,NA,NA,182,"FTNT","FORTINET INC","CEO","Ken Xie","Asian/Chinese",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
356,"GOOGL","ALPHABET INC",NA,"ALPHABET INC (Google Inc prior to 10/2015)","160329",1,"INDIAN/SOUTH ASIAN","Sundar Pichai",NA,NA,NA,"Sundar","Pichai",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/3/19",NA,204,116351,887679,NA,NA,NA,NA,18,"GOOGL","ALPHABET INC","CEO","Sundar Pichai","Asian/Indian",0,NA,0,1,"M",0,1,"Yes",NA,"BoardEx"
357,"HPQ","HP INC",NA,"HP INC (Hewlett-Packard Co prior to 11/2015)","5606",1,"HISPANIC/LATIN AMERICAN","Enrique Lores",NA,NA,NA,"Enrique","Lores",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/1/19",NA,223,14722,607415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,"INTC","INTEL CORP",NA,"INTEL CORP","6008",0,"CAUCASIAN/WHITE","Bob Swan",NA,NA,NA,"Bob","Swan",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/30/19","2/15/21",240,16239,48076,NA,NA,NA,NA,229,"INTC","INTEL CORP","CEO","Bob Swan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
359,"INTU","INTUIT INC",NA,"INTUIT INC","27928",1,"MIDDLE-EASTERN/NORTH AFRICAN","Sasan Goodarzi",NA,NA,NA,"Sasan","Goodarzi",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19","2/1/24",241,16626,556870,NA,NA,NA,NA,236,"INTU","INTUIT INC","CEO","Sasan Goodarzi","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
360,"ISRG","INTUITIVE SURGICAL INC",NA,"INTUITIVE SURGICAL INC","136725",0,"CAUCASIAN/WHITE","Doctor Gary Guthart",NA,NA,NA,"Gary","Guthart",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/10","5/16/23",249,16627,324511,NA,NA,NA,NA,237,"ISRG","INTUITIVE SURGICAL INC","CEO","Doctor Gary Guthart","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
361,"JNPR","JUNIPER NETWORKS INC",NA,"JUNIPER NETWORKS INC","121718",1,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)","Rami Rahim",NA,NA,NA,"Rami","Rahim",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/10/14",NA,258,17580,1275216,NA,NA,NA,NA,246,"JNPR","JUNIPER NETWORKS INC","CEO","Rami Rahim","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
362,"KLAC","KLA CORP",NA,"KLA CORP (KLA Tencor Corp prior to 07/2019)","6304",0,"CAUCASIAN/WHITE","Rick Wallace",NA,NA,NA,"Rick","Wallace",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/13/08",NA,267,17984,51071,NA,NA,NA,NA,255,"KLAC","KLA CORP","CEO","Rick Wallace","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
363,"MXIM","MAXIM INTEGRATED PRODUCTS",NA,"MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021)","14256",1,"MIDDLE-EASTERN/NORTH AFRICAN","Tunc Doluca",NA,NA,NA,"Tunc","Doluca",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/07","8/26/21",333,19863,36387,NA,NA,NA,NA,284,"MXIM","MAXIM INTEGRATED PRODUCTS","CEO","Tunc Doluca","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
364,"NFLX","NETFLIX INC",NA,"NETFLIX INC","147579",0,"CAUCASIAN/WHITE","Wilmot Hastings Jr",NA,NA,NA,"Wilmot","Hastings Jr",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/99","7/14/20",338,93427,182088,NA,NA,NA,NA,311,"NFLX","NETFLIX INC","CEO","Wilmot Hastings Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
365,"NOW","SERVICENOW INC",NA,"SERVICENOW INC","171007",0,"CAUCASIAN/WHITE","Bill McDermott",NA,NA,NA,"Bill","McDermott",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/18/19","10/25/22",344,1830138,206474,NA,NA,NA,NA,392,"NOW","SERVICENOW INC","CEO","Bill McDermott","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
366,"NTAP","NETAPP INC",NA,"NETAPP INC (Network Appliance Inc prior to 03/2008)","61591",1,"INDIAN/SOUTH ASIAN","George Kurian",NA,NA,NA,"George","Kurian",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/20/16","7/1/20",349,21903,1448606,NA,NA,NA,NA,310,"NTAP","NETAPP INC","CEO","George Kurian","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
367,"NVDA","NVIDIA CORP",NA,"NVIDIA CORP","117768",1,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)","Jensen Huang",NA,NA,NA,"Jensen","Huang",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/93",NA,353,22806,83377,NA,NA,NA,NA,325,"NVDA","NVIDIA CORP","CEO","Jensen Huang","Asian/Taiwanese",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
368,"PYPL","PAYPAL HOLDINGS INC",NA,"PAYPAL HOLDINGS INC","24616",0,"CAUCASIAN/WHITE","Dan Schulman",NA,NA,NA,"Dan","Schulman",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/17/15","9/27/23",405,2308850,54611,NA,NA,NA,NA,339,"PYPL","PAYPAL HOLDINGS INC","CEO","Dan Schulman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
369,"SIVB","SVB FINANCIAL GROUP",NA,NA,"17120",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"SNPS","SYNOPSYS INC",NA,"SYNOPSYS INC","24975",0,"CAUCASIAN/WHITE","Doctor Aart De Geus",NA,NA,NA,"Aart","De Geus",NA,NA,"CEO","Chairman/Co-CEO","Executive Director",NA,1,1,1,NA,NA,NA,NA,"5/21/12","4/30/22",438,29816,64702,NA,NA,NA,NA,408,"SNPS","SYNOPSYS INC","CEO (Co-CEO)","Doctor Aart De Geus","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
370,"SNPS","SYNOPSYS INC",NA,"SYNOPSYS INC","24975",0,"CAUCASIAN/WHITE","Doctor Aart De Geus",NA,NA,NA,"Aart","De Geus",NA,NA,"CEO","Chairman/Co-CEO","Executive Director",NA,1,1,1,NA,NA,NA,NA,"5/21/12","4/30/22",438,29816,64702,NA,NA,NA,NA,409,"SNPS","SYNOPSYS INC","CEO (Co-CEO)","Doctor Chi-Foon Chan","Asian/Chinese",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
370,"SNPS","SYNOPSYS INC",NA,"SYNOPSYS INC","24975",0,"CAUCASIAN/WHITE","Doctor Chi-Foon Chan",NA,NA,NA,"ChiFoon","Chan",NA,NA,"CEO","President/Co-CEO","Executive Director",NA,1,1,1,NA,NA,NA,NA,"5/21/12","11/1/21",439,29816,64712,NA,NA,NA,NA,408,"SNPS","SYNOPSYS INC","CEO (Co-CEO)","Doctor Aart De Geus","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
370,"SNPS","SYNOPSYS INC",NA,"SYNOPSYS INC","24975",0,"CAUCASIAN/WHITE","Doctor Chi-Foon Chan",NA,NA,NA,"ChiFoon","Chan",NA,NA,"CEO","President/Co-CEO","Executive Director",NA,1,1,1,NA,NA,NA,NA,"5/21/12","11/1/21",439,29816,64712,NA,NA,NA,NA,409,"SNPS","SYNOPSYS INC","CEO (Co-CEO)","Doctor Chi-Foon Chan","Asian/Chinese",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
371,"TRMB","TRIMBLE INC",NA,NA,"22815",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"VAR","VARIAN MEDICAL SYSTEMS INC",NA,"VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021)","11115",0,"CAUCASIAN/WHITE","Dow Wilson",NA,NA,NA,"Dow","Wilson",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/29/12","10/5/20",487,32375,453565,NA,NA,NA,NA,438,"VAR","VARIAN MEDICAL SYSTEMS INC","CEO","Dow Wilson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
373,"WDC","WESTERN DIGITAL CORP",NA,NA,"11399",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,"XLNX","XILINX INC",NA,"XILINX INC (De-listed 02/2022)","22325",1,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)","Victor Peng",NA,NA,NA,"Victor","Peng",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/29/18","2/14/22",512,33857,339239,NA,NA,NA,NA,467,"XLNX","XILINX INC","CEO","Victor Peng","Asian/Chinese",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
375,"ADM","ARCHER-DANIELS-MIDLAND CO",NA,"ARCHER-DANIELS-MIDLAND CO","1722",1,"HISPANIC/LATIN AMERICAN","Juan Luciano",NA,NA,NA,"Juan","Luciano",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16",NA,10,2490,890753,NA,NA,NA,NA,35,"ADM","ARCHER-DANIELS-MIDLAND CO","CEO","Juan Luciano","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
376,"AJG","ARTHUR J GALLAGHER & CO",NA,"ARTHUR J GALLAGHER & CO","4973",0,"CAUCASIAN/WHITE","Pat Gallagher Jr",NA,NA,NA,"Pat","Gallagher Jr",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/19/06","1/1/24",18,12761,81627,NA,NA,NA,NA,37,"AJG","ARTHUR J GALLAGHER & CO","CEO","Pat Gallagher Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
377,"ALL","ALLSTATE CORP",NA,"ALLSTATE CORP","28349",0,"CAUCASIAN/WHITE","Tom Wilson II",NA,NA,NA,"Tom","Wilson II",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/23/18",NA,22,1534,34944,NA,NA,NA,NA,17,"ALL","ALLSTATE CORP","CEO","Tom Wilson II","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
379,"CAG","CONAGRA BRANDS INC",NA,"CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016)","3362",0,"CAUCASIAN/WHITE","Sean Connolly",NA,NA,NA,"Sean","Connolly",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/6/15",NA,65,7619,837621,NA,NA,NA,NA,105,"CAG","CONAGRA BRANDS INC","CEO","Sean Connolly","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
380,"CBOE","CBOE GLOBAL MARKETS INC",NA,"CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017)","184500",0,"CAUCASIAN/WHITE","Ed Tilly",NA,NA,NA,"Ed","Tilly",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/14/19","5/12/22",69,1647824,1058282,NA,NA,NA,NA,79,"CBOE","CBOE GLOBAL MARKETS INC","CEO","Ed Tilly","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
381,"CME","CME GROUP INC",NA,"CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007)","149070",0,"CAUCASIAN/WHITE","The Hon. Terry Duffy",NA,NA,NA,"Terry","Duffy",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/10/16",NA,90,268946,91452,NA,NA,NA,NA,99,"CME","CME GROUP INC","CEO","The Hon. Terry Duffy","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
382,"EQR","EQUITY RESIDENTIAL",NA,"EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002)","28733",0,"CAUCASIAN/WHITE","Mark Parrell",NA,NA,NA,"Mark","Parrell",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/31/18",NA,162,10928,552575,NA,NA,NA,NA,158,"EQR","EQUITY RESIDENTIAL","CEO","Mark Parrell","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
383,"EXC","EXELON CORP",NA,"EXELON CORP","8539",0,"CAUCASIAN/WHITE","Chris Crane",NA,NA,NA,"Chris","Crane",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/12/12","10/17/22",172,11376,534954,NA,NA,NA,NA,164,"EXC","EXELON CORP","CEO","Chris Crane","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
384,"GEHC","GE HEALTHCARE TECHNOLOGI INC",NA,NA,"41818",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"IEX","IDEX CORP",NA,NA,"15267",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"ITW","ILLINOIS TOOL WORKS",NA,"ILLINOIS TOOL WORKS INC (ITW)","5878",0,"CAUCASIAN/WHITE","Ernest Santi",NA,NA,NA,"Ernest","Santi",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/8/15","1/1/24",251,15580,534201,NA,NA,NA,NA,223,"ITW","ILLINOIS TOOL WORKS","CEO","Ernest Santi","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
387,"LKQ","LKQ CORP",NA,"LKQ CORPORATION INC","155394",0,"CAUCASIAN/WHITE","Nick Zarcone",NA,NA,NA,"Nick","Zarcone",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/31/17",NA,279,463860,1523271,NA,NA,NA,NA,269,"LKQ","LKQ CORP","CEO","Nick Zarcone","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
389,"MDLZ","MONDELEZ INTERNATIONAL INC",NA,"MONDELEZ INTERNATIONAL INC","142953",0,"CAUCASIAN/WHITE","Doctor Dirk van de Put",NA,NA,NA,"Dirk","van de Put",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/18",NA,304,18164,640369,NA,NA,NA,NA,302,"MDLZ","MONDELEZ INTERNATIONAL INC","CEO","Doctor Dirk van de Put","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
390,"MSI","MOTOROLA SOLUTIONS INC",NA,"MOTOROLA SOLUTIONS INC","7585",0,"CAUCASIAN/WHITE","Greg Brown",NA,NA,NA,"Greg","Brown",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/3/11",NA,326,21174,42861,NA,NA,NA,NA,264,"LWRK","LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022)","CEO","Stephen Liptrap","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
390,"MSI","MOTOROLA SOLUTIONS INC",NA,"MOTOROLA SOLUTIONS INC","7585",0,"CAUCASIAN/WHITE","Greg Brown",NA,NA,NA,"Greg","Brown",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/3/11",NA,326,21174,42861,NA,NA,NA,NA,307,"MSI","MOTOROLA SOLUTIONS INC","CEO","Greg Brown","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
391,"NTRS","NORTHERN TRUST CORP",NA,"NORTHERN TRUST CORP","7982",0,"CAUCASIAN/WHITE","Mike O'Grady",NA,NA,NA,"Mike","O'Grady",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/23/19",NA,351,22509,1122917,NA,NA,NA,NA,319,"NTRS","NORTHERN TRUST CORP","CEO","Mike O'Grady","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
393,"VTR","VENTAS INC",NA,"VENTAS INC (Vencor Inc prior to 04/1998)","110179",0,"CAUCASIAN/WHITE","Debra Cafaro",NA,NA,NA,"Debra","Cafaro",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/2/10",NA,495,32450,180625,NA,NA,NA,NA,439,"VTR","VENTAS INC","CEO","Debra Cafaro","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
394,"KEYS","KEYSIGHT TECHNOLOGIES INC",NA,"KEYSIGHT TECHNOLOGIES INC","20232",0,"CAUCASIAN/WHITE","Ron Nersesian",NA,NA,NA,"Ron","Nersesian",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/1/19","5/1/22",264,2163313,598783,NA,NA,NA,NA,252,"KEYS","KEYSIGHT TECHNOLOGIES INC","CEO","Ron Nersesian","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
395,"ALK","ALASKA AIR GROUP INC",NA,"ALASKA AIR GROUP INC","1230",0,"CAUCASIAN/WHITE","Brad Tilden",NA,NA,NA,"Brad","Tilden",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/14","3/31/21",21,1273,220505,NA,NA,NA,NA,12,"ALK","ALASKA AIR GROUP INC","CEO","Brad Tilden","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
396,"AMZN","AMAZON.COM INC",NA,"AMAZON.COM INC","64768",0,"CAUCASIAN/WHITE","Jeff Bezos",NA,NA,NA,"Jeff","Bezos",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/00","7/5/21",29,1703,45136,NA,NA,NA,NA,20,"AMZN","AMAZON.COM INC","CEO","Jeff Bezos","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
397,"COST","COSTCO WHOLESALE CORP",NA,"COSTCO WHOLESALE CORP","29028",0,"CAUCASIAN/WHITE","W Jelinek",NA,NA,NA,"W","Jelinek",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/12","2/2/22",98,8022,43701,NA,NA,NA,NA,113,"COST","COSTCO WHOLESALE CORP","CEO","W Jelinek","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
398,"EXPD","EXPEDITORS INTL WASH INC",NA,"EXPEDITORS INTERNATIONAL OF WASHINGTON INC","4494",0,"CAUCASIAN/WHITE","Jeff Musser",NA,NA,NA,"Jeff","Musser",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/1/14",NA,174,11401,452655,NA,NA,NA,NA,165,"EXPD","EXPEDITORS INTL WASH INC","CEO","Jeff Musser","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
399,"EXPE","EXPEDIA GROUP INC",NA,NA,"126296",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,"MSFT","MICROSOFT CORP",NA,"MICROSOFT CORP","12141",1,"INDIAN/SOUTH ASIAN","Satya Nadella",NA,NA,NA,"Satya","Nadella",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/4/14","6/16/21",325,20601,499383,NA,NA,NA,NA,296,"MSFT","MICROSOFT CORP","CEO","Satya Nadella","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
402,"PCAR","PACCAR INC",NA,"PACCAR INC","8253",0,"CAUCASIAN/WHITE","R Feight",NA,NA,NA,"R","Feight",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/19",NA,372,23563,1526154,NA,NA,NA,NA,333,"PCAR","PACCAR INC","CEO","R Feight","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
403,"SBUX","STARBUCKS CORP",NA,"STARBUCKS CORP","25434",0,"CAUCASIAN/WHITE","Kevin Johnson",NA,NA,NA,"Kevin","Johnson",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/3/17","4/4/22",428,29093,31844,NA,NA,NA,NA,405,"SBUX","STARBUCKS CORP","CEO","Kevin Johnson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
404,"TMUS","T-MOBILE US INC",NA,NA,"17874",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,"WY","WEYERHAEUSER CO",NA,"WEYERHAEUSER CO","11456",0,"CAUCASIAN/WHITE","Devin Stockfish",NA,NA,NA,"Devin","Stockfish",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19",NA,510,33418,1266749,NA,NA,NA,NA,462,"WY","WEYERHAEUSER CO","CEO","Devin Stockfish","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
406,"LNT","ALLIANT ENERGY CORP",NA,"ALLIANT ENERGY CORP","11554",0,"CAUCASIAN/WHITE","John Larsen",NA,NA,NA,"John","Larsen",NA,NA,"CEO","Chair/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/19","2/27/23",283,1476,896820,NA,NA,NA,NA,16,"LNT","ALLIANT ENERGY CORP","CEO","John Larsen","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
407,"ETSY","ETSY INC",NA,"ETSY INC","23238",0,"CAUCASIAN/WHITE","Josh Silverman",NA,NA,NA,"Josh","Silverman",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/3/17",NA,167,2236759,765386,NA,NA,NA,NA,161,"ETSY","ETSY INC","CEO","Josh Silverman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
408,"ADP","AUTOMATIC DATA PROCESSING",NA,"AUTOMATIC DATA PROCESSING INC (ADP)","1891",1,"HISPANIC/LATIN AMERICAN","Carlos Rodriguez",NA,NA,NA,"Carlos","Rodriguez",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/8/11","1/1/22",11,3101,745222,NA,NA,NA,NA,43,"ADP","AUTOMATIC DATA PROCESSING","CEO","Carlos Rodriguez","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
409,"PEG","PUBLIC SERVICE ENTRP GRP INC",NA,"PUBLIC SERVICE ENTERPRISE GROUP INC","8810",0,"CAUCASIAN/WHITE","Doctor Ralph Izzo",NA,NA,NA,"Ralph","Izzo",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/07","8/31/22",375,25378,204007,NA,NA,NA,NA,361,"PEG","PUBLIC SERVICE ENTRP GRP INC","CEO","Doctor Ralph Izzo","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
410,"PRU","PRUDENTIAL FINANCIAL INC",NA,"PRUDENTIAL FINANCIAL INC","143356",0,"CAUCASIAN/WHITE","Charlie Lowrey Jr",NA,NA,NA,"Charlie","Lowrey Jr",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/5/19",NA,396,25332,885991,NA,NA,NA,NA,360,"PRU","PRUDENTIAL FINANCIAL INC","CEO","Charlie Lowrey Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
